gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group C,some college,standard,completed,64,89,86
female,group B,master's degree,standard,none,85,92,98
male,group A,associate's degree,free/reduced,none,42,53,45
male,group C,some college,standard,none,77,77,73
female,group B,associate's degree,standard,none,66,86,81
female,group B,some college,standard,completed,91,100,94
male,group B,some college,free/reduced,none,38,47,37
male,group D,high school,free/reduced,completed,62,60,65
female,group B,high school,free/reduced,none,42,63,48
male,group C,associate's degree,standard,none,56,53,57
male,group D,associate's degree,standard,none,35,52,42
female,group B,high school,standard,none,69,82,70
male,group A,some college,standard,completed,78,70,75
female,group A,master's degree,standard,none,46,54,63
female,group C,some high school,standard,none,69,79,80
male,group C,high school,standard,none,88,84,83
female,group B,some high school,free/reduced,none,18,30,28
male,group C,master's degree,free/reduced,completed,44,37,47
female,group C,associate's degree,free/reduced,none,49,62,59
male,group D,high school,standard,none,69,66,59
female,group B,some college,free/reduced,completed,62,77,74
male,group D,some college,standard,none,48,59,49
female,group C,some high school,standard,none,65,75,72
male,group D,bachelor's degree,free/reduced,completed,74,75,84
male,group A,master's degree,free/reduced,none,69,69,69
male,group B,some college,standard,none,73,58,60
female,group C,bachelor's degree,standard,none,66,70,78
male,group C,high school,standard,none,68,69,65
female,group D,master's degree,standard,none,64,73,76
female,group D,some college,standard,none,67,74,71
female,group B,some college,standard,none,67,68,56
female,group E,master's degree,free/reduced,none,54,73,66
male,group D,some college,standard,none,35,41,42
male,group E,some college,standard,none,98,86,86
male,group E,associate's degree,standard,completed,86,86,78
female,group D,associate's degree,standard,none,70,79,83
female,group D,some high school,free/reduced,none,53,61,55
female,group D,associate's degree,free/reduced,completed,75,87,87
male,group B,associate's degree,free/reduced,none,52,55,56
male,group C,associate's degree,free/reduced,none,55,56,50
female,group C,associate's degree,standard,none,63,74,72
female,group B,associate's degree,standard,none,51,58,60
male,group B,some college,free/reduced,completed,64,67,65
female,group E,associate's degree,free/reduced,none,46,59,52
male,group B,associate's degree,standard,none,68,50,56
female,group A,associate's degree,standard,completed,58,68,67
female,group C,high school,standard,none,61,72,80
female,group D,associate's degree,free/reduced,completed,60,75,75
male,group C,high school,standard,completed,80,79,86
male,group E,some college,standard,none,51,57,47
male,group E,associate's degree,free/reduced,completed,82,66,71
male,group C,some college,standard,none,56,39,46
male,group D,high school,standard,none,88,78,75
female,group C,some high school,free/reduced,completed,74,80,86
female,group C,high school,free/reduced,none,37,39,46
female,group E,associate's degree,standard,completed,87,82,86
male,group D,associate's degree,standard,none,49,60,53
male,group D,some college,standard,completed,62,54,53
female,group C,some high school,free/reduced,none,0,14,7
male,group E,bachelor's degree,free/reduced,completed,78,73,68
male,group A,some high school,free/reduced,none,40,43,29
male,group A,associate's degree,free/reduced,none,67,59,51
female,group C,associate's degree,standard,none,69,75,69
female,group D,some high school,standard,none,56,58,57
male,group B,some high school,standard,none,72,61,60
male,group D,some high school,free/reduced,none,47,40,36
female,group C,some college,standard,none,61,69,72
male,group B,associate's degree,free/reduced,none,58,59,60
female,group C,associate's degree,standard,none,37,69,61
female,group D,some college,free/reduced,completed,60,59,72
male,group D,some college,standard,completed,63,56,64
female,group A,associate's degree,free/reduced,none,38,52,43
male,group C,some high school,free/reduced,none,59,60,61
male,group C,some high school,standard,none,54,44,38
male,group B,associate's degree,free/reduced,none,40,46,38
male,group E,some high school,standard,none,30,28,22
male,group A,bachelor's degree,standard,completed,84,74,84
female,group D,some high school,standard,completed,59,73,70
female,group E,master's degree,standard,none,67,67,67
female,group B,associate's degree,standard,none,43,52,52
male,group B,high school,free/reduced,none,54,41,41
male,group A,some college,free/reduced,completed,52,47,56
male,group E,associate's degree,standard,none,76,63,68
male,group D,high school,free/reduced,none,44,35,29
female,group C,some college,standard,none,71,79,81
female,group C,some college,free/reduced,none,77,80,90
female,group D,associate's degree,standard,none,67,66,70
female,group A,some college,standard,none,57,66,63
female,group D,some high school,standard,none,72,90,81
female,group C,bachelor's degree,standard,none,66,75,69
male,group C,high school,free/reduced,none,29,39,38
male,group C,high school,standard,none,73,74,76
male,group C,associate's degree,free/reduced,completed,48,47,45
female,group B,some college,standard,none,74,87,91
male,group C,associate's degree,free/reduced,completed,73,79,81
male,group B,some high school,standard,completed,61,66,64
female,group E,some college,standard,completed,63,68,70
female,group D,some college,free/reduced,none,61,62,65
female,group D,bachelor's degree,standard,none,64,67,65
male,group B,some college,standard,none,80,64,63
male,group D,bachelor's degree,standard,completed,64,74,77
female,group D,associate's degree,standard,none,83,94,89
male,group B,high school,standard,completed,64,39,44
male,group C,some college,standard,completed,93,87,92
female,group C,some college,standard,none,56,69,72
female,group D,master's degree,standard,none,87,100,100
male,group E,associate's degree,standard,completed,61,64,66
female,group B,associate's degree,free/reduced,none,48,73,68
female,group B,some high school,standard,none,71,67,71
female,group D,associate's degree,free/reduced,completed,80,90,94
male,group C,high school,standard,none,58,50,44
male,group A,associate's degree,standard,none,56,55,50
female,group D,some college,standard,none,56,59,54
female,group E,bachelor's degree,standard,completed,96,96,100
male,group C,high school,standard,none,89,80,72
female,group B,bachelor's degree,free/reduced,none,74,89,83
female,group D,bachelor's degree,standard,none,81,85,74
female,group D,some high school,standard,none,56,65,56
female,group C,some college,standard,none,59,69,64
female,group C,bachelor's degree,standard,completed,76,87,86
male,group B,associate's degree,standard,completed,86,87,89
female,group C,some college,standard,completed,92,98,96
male,group D,high school,free/reduced,none,61,60,54
male,group E,some college,standard,none,83,82,70
female,group B,high school,standard,none,87,96,87
male,group B,some high school,standard,none,73,64,66
male,group D,some college,standard,completed,66,82,78
male,group D,master's degree,standard,none,86,83,75
female,group A,bachelor's degree,standard,none,54,54,49
male,group D,master's degree,standard,none,86,80,80
male,group C,some high school,free/reduced,completed,58,38,39
male,group E,some college,free/reduced,completed,89,77,72
female,group C,some college,standard,completed,78,82,86
male,group D,bachelor's degree,free/reduced,completed,74,82,71
male,group C,bachelor's degree,standard,none,56,51,46
male,group B,some high school,standard,completed,46,50,42
male,group E,high school,standard,none,75,53,56
female,group C,associate's degree,standard,none,59,71,64
male,group D,some college,standard,completed,69,64,67
female,group D,some high school,standard,none,80,70,69
female,group C,some college,free/reduced,none,62,64,66
female,group E,some college,free/reduced,completed,47,57,55
male,group A,high school,standard,none,55,42,42
male,group D,some college,standard,none,88,76,81
female,group C,some college,free/reduced,none,18,43,32
male,group B,some high school,standard,none,91,80,80
male,group C,associate's degree,free/reduced,none,78,65,67
female,group D,bachelor's degree,standard,completed,73,75,83
male,group E,associate's degree,free/reduced,completed,100,100,98
male,group A,some high school,standard,completed,59,66,64
male,group A,bachelor's degree,standard,none,72,72,68
female,group B,associate's degree,standard,completed,61,66,69
male,group D,bachelor's degree,standard,none,58,46,45
male,group D,some high school,standard,none,59,62,63
female,group C,some college,standard,completed,65,86,86
female,group E,high school,free/reduced,completed,71,74,82
male,group B,some college,free/reduced,none,56,56,65
female,group B,associate's degree,standard,completed,64,84,89
male,group D,associate's degree,free/reduced,none,71,57,63
male,group B,associate's degree,free/reduced,completed,86,77,70
female,group E,some college,free/reduced,completed,78,91,89
male,group B,master's degree,free/reduced,none,46,55,56
male,group C,high school,standard,none,50,52,50
female,group E,master's degree,standard,none,81,89,88
female,group C,bachelor's degree,standard,completed,97,99,96
male,group C,high school,free/reduced,completed,57,51,47
female,group B,master's degree,free/reduced,completed,62,74,81
female,group B,high school,standard,completed,67,83,73
female,group C,some college,free/reduced,completed,68,76,73
male,group A,high school,standard,completed,67,76,75
male,group E,some high school,standard,none,94,90,81
female,group D,some college,standard,none,78,82,76
female,group C,associate's degree,standard,none,58,67,69
female,group C,bachelor's degree,free/reduced,completed,47,47,54
female,group C,master's degree,standard,completed,83,95,88
female,group B,high school,free/reduced,completed,48,50,60
female,group C,associate's degree,standard,completed,76,82,81
female,group B,master's degree,free/reduced,completed,48,68,66
female,group D,some high school,standard,completed,94,96,99
male,group C,master's degree,free/reduced,completed,62,73,77
female,group C,some college,free/reduced,none,43,67,64
female,group E,high school,standard,none,50,46,46
female,group D,associate's degree,standard,none,69,64,65
male,group C,some high school,free/reduced,completed,45,54,46
male,group C,associate's degree,free/reduced,completed,69,64,70
male,group E,high school,standard,none,84,79,67
male,group D,some high school,standard,completed,67,69,70
male,group B,some high school,free/reduced,none,51,49,44
female,group C,bachelor's degree,standard,none,72,92,88
female,group E,associate's degree,standard,none,67,68,70
male,group D,some college,standard,completed,73,81,80
female,group B,some high school,standard,none,66,65,64
male,group D,some college,standard,completed,75,59,66
female,group C,master's degree,standard,completed,71,85,80
male,group D,associate's degree,standard,none,60,58,52
male,group C,some high school,free/reduced,completed,54,69,62
male,group E,high school,free/reduced,none,53,59,47
female,group B,some college,free/reduced,none,49,50,54
female,group B,bachelor's degree,free/reduced,none,76,79,77
female,group C,associate's degree,standard,completed,63,85,83
female,group D,some college,free/reduced,none,64,81,77
male,group C,associate's degree,standard,none,74,77,73
female,group B,associate's degree,standard,none,61,69,73
male,group C,some college,standard,none,64,42,39
male,group D,some high school,standard,completed,70,73,77
male,group E,bachelor's degree,standard,none,80,67,67
male,group E,high school,standard,completed,79,84,74
female,group B,some college,free/reduced,none,69,81,77
female,group B,some college,free/reduced,none,58,61,69
male,group D,some high school,free/reduced,completed,77,74,84
male,group C,some college,free/reduced,none,33,24,25
female,group C,high school,free/reduced,none,47,66,60
male,group C,associate's degree,free/reduced,completed,63,48,58
male,group E,high school,standard,completed,82,87,85
male,group B,some high school,standard,completed,85,86,78
female,group E,associate's degree,free/reduced,completed,87,83,91
female,group C,high school,free/reduced,none,30,38,38
male,group B,high school,free/reduced,none,68,73,69
male,group B,some high school,standard,completed,59,52,57
female,group D,high school,standard,completed,54,73,75
male,group B,associate's degree,standard,none,82,80,71
female,group C,some high school,free/reduced,none,56,60,61
male,group D,some high school,standard,none,89,82,77
female,group B,associate's degree,standard,completed,47,66,76
female,group E,master's degree,free/reduced,none,46,53,50
female,group C,some college,standard,none,67,68,67
male,group D,high school,standard,none,57,50,56
male,group A,some high school,free/reduced,none,73,72,68
female,group C,some college,standard,completed,91,94,89
male,group D,some college,standard,none,74,61,69
male,group C,associate's degree,standard,none,49,41,44
female,group B,bachelor's degree,standard,none,63,91,79
male,group E,some high school,standard,none,94,92,79
male,group C,bachelor's degree,standard,completed,81,87,80
male,group D,associate's degree,standard,none,78,76,75
male,group D,bachelor's degree,free/reduced,none,67,62,67
female,group D,some high school,standard,completed,69,60,78
male,group B,some college,standard,none,58,51,50
male,group C,associate's degree,standard,none,84,80,82
male,group D,high school,free/reduced,completed,77,63,65
female,group E,bachelor's degree,standard,none,80,86,82
female,group D,high school,standard,none,52,57,57
male,group E,some college,standard,none,56,52,44
male,group D,some high school,standard,none,76,72,68
male,group C,associate's degree,standard,none,87,78,66
male,group E,associate's degree,standard,none,90,77,76
female,group B,high school,standard,completed,60,74,70
female,group B,high school,standard,none,70,63,59
male,group C,high school,standard,none,65,57,51
male,group A,some high school,standard,completed,48,53,44
female,group D,some college,free/reduced,none,68,83,82
female,group B,some high school,standard,completed,57,68,71
male,group D,master's degree,standard,none,76,82,68
male,group D,high school,standard,none,55,54,55
female,group E,some college,standard,none,59,76,74
female,group C,associate's degree,free/reduced,none,69,73,68
male,group C,associate's degree,standard,completed,73,76,72
female,group B,some college,standard,none,71,73,79
female,group C,master's degree,free/reduced,completed,69,77,84
female,group C,some high school,free/reduced,completed,61,77,80
male,group C,some college,standard,completed,76,80,79
female,group C,some high school,free/reduced,none,43,46,50
female,group E,high school,standard,none,96,93,95
male,group D,high school,standard,none,80,74,65
male,group D,some high school,free/reduced,none,60,44,37
female,group C,bachelor's degree,standard,none,64,73,81
female,group D,high school,standard,none,70,74,76
female,group D,associate's degree,standard,completed,89,96,94
female,group E,some college,free/reduced,none,68,73,73
male,group C,bachelor's degree,standard,none,65,62,59
male,group C,some college,standard,none,63,45,43
female,group D,associate's degree,free/reduced,none,52,55,60
female,group D,some college,standard,none,65,74,76
male,group B,some college,standard,completed,84,86,76
male,group C,bachelor's degree,standard,none,88,83,69
female,group C,some high school,standard,completed,81,95,97
female,group E,high school,standard,completed,59,59,79
female,group C,some high school,free/reduced,none,68,82,80
male,group B,bachelor's degree,free/reduced,none,78,52,52
male,group D,high school,standard,none,49,50,42
male,group D,high school,standard,none,45,46,47
female,group D,bachelor's degree,free/reduced,none,71,80,89
female,group D,some college,free/reduced,completed,67,73,83
female,group B,some high school,standard,none,38,46,51
male,group B,associate's degree,standard,completed,80,86,83
male,group E,associate's degree,standard,completed,98,77,92
female,group B,some high school,standard,none,63,84,82
male,group B,bachelor's degree,free/reduced,none,90,80,72
male,group E,some high school,standard,completed,82,71,73
male,group C,associate's degree,standard,none,71,69,72
male,group D,some high school,standard,none,83,76,69
male,group C,some high school,standard,completed,60,58,60
female,group E,bachelor's degree,standard,none,70,69,80
male,group D,high school,free/reduced,completed,73,78,77
male,group B,associate's degree,free/reduced,none,64,64,56
male,group A,some high school,standard,completed,41,37,39
male,group E,associate's degree,standard,completed,68,74,68
male,group C,high school,free/reduced,completed,43,42,53
male,group D,associate's degree,free/reduced,none,90,86,72
male,group A,some college,free/reduced,completed,77,83,80
male,group D,some high school,free/reduced,none,60,49,47
female,group C,associate's degree,standard,completed,66,80,78
male,group B,associate's degree,standard,none,81,71,66
female,group C,associate's degree,standard,completed,71,73,80
male,group A,some college,standard,none,69,66,67
male,group E,some college,standard,completed,100,87,84
male,group C,some high school,standard,none,55,53,41
female,group B,associate's degree,free/reduced,none,53,66,70
female,group D,high school,free/reduced,none,44,56,50
female,group B,associate's degree,standard,none,70,76,80
male,group B,bachelor's degree,standard,none,66,62,58
male,group D,bachelor's degree,standard,completed,72,56,73
female,group C,associate's degree,free/reduced,completed,72,66,66
female,group C,bachelor's degree,standard,completed,57,69,78
male,group C,high school,standard,none,67,68,64
female,group D,master's degree,standard,completed,76,84,92
male,group C,associate's degree,standard,none,84,73,82
male,group B,bachelor's degree,standard,none,65,70,70
female,group D,associate's degree,free/reduced,none,52,60,59
female,group C,high school,free/reduced,completed,72,82,86
female,group E,high school,standard,none,80,86,77
female,group C,some college,standard,none,76,79,75
female,group C,some high school,free/reduced,none,48,53,58
female,group C,high school,free/reduced,none,43,47,38
female,group C,some college,standard,none,79,95,95
male,group C,some college,standard,none,61,64,63
male,group A,some college,free/reduced,none,23,21,19
male,group C,associate's degree,standard,completed,86,75,81
female,group B,some high school,standard,none,39,53,49
male,group C,high school,standard,none,73,57,59
male,group C,associate's degree,standard,none,52,32,40
male,group E,associate's degree,standard,completed,67,59,51
male,group B,associate's degree,standard,none,93,77,78
female,group C,bachelor's degree,standard,none,78,96,91
female,group B,some college,free/reduced,none,61,67,63
male,group D,some high school,standard,completed,72,72,65
male,group C,associate's degree,standard,none,50,48,41
female,group B,some high school,free/reduced,none,21,41,31
female,group D,some high school,free/reduced,completed,36,58,58
male,group C,high school,free/reduced,none,61,64,53
female,group C,high school,standard,none,58,73,63
female,group B,high school,standard,completed,70,72,71
male,group D,associate's degree,standard,completed,71,69,65
male,group D,some college,standard,none,77,68,62
female,group C,high school,standard,none,71,83,77
male,group B,some college,standard,none,62,62,56
female,group C,bachelor's degree,standard,completed,82,98,100
male,group D,high school,free/reduced,none,74,75,64
male,group E,associate's degree,standard,none,82,70,80
female,group B,bachelor's degree,standard,none,52,64,67
male,group E,some college,standard,none,70,54,52
female,group C,some college,standard,completed,67,80,80
female,group C,associate's degree,standard,none,41,53,56
female,group C,some college,standard,none,54,74,72
female,group B,bachelor's degree,standard,none,65,67,68
male,group A,associate's degree,standard,none,58,59,63
female,group C,some college,free/reduced,completed,47,63,67
male,group D,some college,free/reduced,none,55,57,56
female,group D,some college,standard,none,75,89,91
female,group B,high school,standard,none,59,67,54
male,group B,some high school,standard,completed,83,84,83
female,group C,some college,standard,none,57,53,55
female,group D,some high school,free/reduced,none,26,36,32
male,group C,some college,standard,none,63,59,56
male,group A,bachelor's degree,free/reduced,completed,45,53,58
male,group C,high school,standard,completed,68,58,50
male,group C,bachelor's degree,free/reduced,none,61,68,63
female,group A,some high school,free/reduced,none,41,59,53
female,group D,some high school,standard,none,78,82,88
male,group E,some college,standard,none,88,76,68
female,group C,some college,free/reduced,completed,44,78,73
male,group D,some high school,standard,none,78,74,72
female,group D,some college,standard,completed,80,100,92
female,group D,bachelor's degree,standard,none,59,72,72
male,group E,associate's degree,free/reduced,none,49,47,40
female,group D,some high school,standard,none,83,91,83
female,group D,master's degree,free/reduced,completed,88,91,96
female,group A,some high school,standard,none,75,78,82
male,group A,bachelor's degree,standard,none,67,62,63
female,group B,associate's degree,standard,none,85,86,87
male,group C,associate's degree,standard,completed,84,100,93
male,group C,master's degree,free/reduced,none,82,85,73
female,group E,some high school,free/reduced,none,39,44,49
female,group A,some high school,free/reduced,none,35,46,38
female,group E,some college,standard,none,68,79,79
female,group E,bachelor's degree,standard,none,61,76,70
female,group C,associate's degree,free/reduced,none,58,79,63
female,group D,high school,standard,none,60,63,69
male,group D,master's degree,standard,none,72,69,79
male,group E,some high school,free/reduced,completed,72,71,61
female,group D,some college,standard,none,73,64,81
male,group E,some college,standard,none,74,67,66
male,group C,associate's degree,standard,completed,53,57,51
female,group C,some high school,standard,completed,68,73,72
male,group A,high school,free/reduced,none,45,47,45
female,group B,high school,free/reduced,none,51,72,65
female,group C,associate's degree,standard,none,83,91,93
male,group B,some high school,standard,none,79,59,52
male,group D,some high school,standard,none,57,59,51
female,group C,some high school,standard,completed,64,52,62
male,group A,some college,standard,none,49,46,45
female,group A,some college,free/reduced,none,50,66,60
female,group D,high school,standard,completed,92,98,100
female,group C,high school,standard,none,59,55,63
female,group C,some high school,standard,none,66,76,69
male,group B,associate's degree,standard,completed,63,63,58
female,group B,associate's degree,standard,none,87,85,74
female,group D,high school,free/reduced,completed,52,52,58
male,group D,associate's degree,standard,completed,86,89,86
female,group D,master's degree,standard,completed,67,71,73
male,group E,some college,standard,completed,82,87,73
male,group D,associate's degree,standard,none,69,71,62
male,group B,some high school,standard,completed,60,71,71
female,group C,bachelor's degree,free/reduced,completed,49,70,77
male,group E,high school,standard,none,89,71,73
male,group C,bachelor's degree,standard,completed,67,79,69
male,group C,associate's degree,standard,none,69,71,68
male,group D,some college,standard,none,65,57,62
male,group E,high school,free/reduced,completed,62,54,58
female,group C,associate's degree,free/reduced,completed,84,95,98
female,group D,high school,standard,completed,55,55,63
female,group D,master's degree,free/reduced,completed,47,61,62
female,group A,some high school,standard,completed,64,84,79
male,group B,some college,free/reduced,none,37,36,31
female,group C,some college,free/reduced,none,65,71,65
male,group C,bachelor's degree,standard,none,91,88,84
male,group C,some high school,free/reduced,none,74,70,69
male,group A,some high school,free/reduced,none,64,56,50
male,group C,some high school,free/reduced,none,69,60,52
male,group C,associate's degree,free/reduced,none,65,70,63
female,group C,high school,standard,none,64,73,70
male,group C,high school,standard,none,62,53,57
female,group A,some high school,free/reduced,none,45,62,55
male,group C,some high school,standard,none,69,64,62
male,group C,some college,free/reduced,completed,54,44,55
male,group D,associate's degree,standard,none,74,68,61
male,group D,associate's degree,free/reduced,none,72,61,71
male,group C,high school,standard,none,67,53,53
male,group D,some high school,standard,completed,94,92,78
female,group C,some college,standard,completed,64,84,81
female,group D,high school,standard,none,79,84,84
female,group A,some high school,free/reduced,none,54,77,69
female,group B,associate's degree,standard,none,76,80,73
male,group A,some high school,free/reduced,none,83,86,68
female,group C,some high school,standard,completed,65,78,82
male,group D,some college,free/reduced,none,74,67,57
male,group C,high school,standard,completed,90,84,85
male,group B,high school,standard,none,44,48,41
male,group B,associate's degree,standard,none,82,73,77
female,group C,some college,free/reduced,completed,64,84,87
female,group E,some college,standard,none,100,94,96
female,group C,associate's degree,free/reduced,none,67,77,70
male,group C,some college,free/reduced,none,64,61,47
female,group C,associate's degree,free/reduced,none,53,56,59
male,group C,bachelor's degree,free/reduced,none,36,57,45
female,group D,bachelor's degree,standard,none,81,92,94
male,group D,associate's degree,free/reduced,none,52,59,46
female,group E,bachelor's degree,standard,none,100,95,100
male,group B,high school,standard,completed,69,70,64
male,group C,bachelor's degree,free/reduced,none,55,60,54
male,group B,some college,free/reduced,none,55,57,44
female,group E,some college,standard,none,76,73,73
female,group C,some college,free/reduced,none,80,93,94
male,group A,bachelor's degree,standard,completed,70,56,59
female,group C,some college,standard,none,88,92,88
female,group D,associate's degree,free/reduced,none,29,32,33
male,group A,high school,free/reduced,completed,71,63,69
female,group A,high school,free/reduced,completed,77,90,85
male,group C,some college,standard,none,87,76,81
female,group C,associate's degree,standard,completed,80,83,95
female,group C,high school,standard,none,68,68,73
female,group C,associate's degree,standard,completed,73,86,87
female,group D,some high school,standard,none,61,64,62
female,group B,associate's degree,standard,completed,95,89,91
female,group D,bachelor's degree,standard,completed,66,80,88
male,group E,bachelor's degree,standard,completed,76,58,63
male,group D,associate's degree,standard,none,78,72,77
female,group D,master's degree,standard,none,57,64,69
male,group E,associate's degree,standard,none,71,69,71
male,group B,high school,standard,completed,73,72,69
female,group D,associate's degree,free/reduced,none,56,55,54
male,group C,some college,free/reduced,none,69,71,60
male,group A,high school,standard,none,58,48,47
female,group B,associate's degree,standard,none,48,47,58
male,group C,high school,standard,none,75,79,69
male,group D,some college,free/reduced,none,59,50,61
female,group C,associate's degree,free/reduced,none,63,72,79
male,group B,some high school,standard,completed,64,51,52
male,group A,associate's degree,free/reduced,completed,83,86,87
female,group A,associate's degree,free/reduced,none,62,84,72
female,group C,associate's degree,standard,none,64,61,74
female,group C,some college,standard,none,81,79,90
female,group C,bachelor's degree,standard,none,79,92,91
female,group B,high school,standard,none,51,65,64
male,group D,high school,standard,completed,72,59,64
female,group C,some college,standard,none,50,46,51
female,group D,some college,free/reduced,completed,61,83,75
female,group B,some high school,standard,none,66,74,71
male,group E,some college,standard,none,73,70,74
female,group D,master's degree,standard,none,79,74,83
female,group B,associate's degree,standard,completed,92,88,97
male,group C,some college,free/reduced,none,66,56,55
female,group E,associate's degree,standard,completed,91,93,97
female,group D,master's degree,free/reduced,none,40,64,57
female,group B,some high school,standard,none,85,78,85
male,group A,high school,standard,none,69,70,70
male,group B,bachelor's degree,free/reduced,none,55,64,53
male,group C,master's degree,standard,none,75,82,72
female,group C,bachelor's degree,standard,none,89,89,92
male,group D,some college,standard,none,73,75,71
male,group A,some high school,standard,none,60,47,38
male,group D,some high school,free/reduced,none,62,50,49
female,group B,some high school,standard,completed,56,57,60
female,group B,master's degree,free/reduced,completed,75,100,96
female,group C,some high school,standard,completed,73,84,85
female,group D,some college,standard,none,70,86,88
female,group E,some college,standard,completed,71,77,69
female,group D,some high school,standard,completed,70,82,77
female,group B,high school,free/reduced,completed,67,78,74
male,group D,some college,standard,none,75,50,56
female,group C,associate's degree,standard,none,92,87,84
male,group D,bachelor's degree,standard,none,70,63,58
male,group C,master's degree,free/reduced,none,56,60,55
male,group C,high school,standard,completed,51,51,45
male,group E,some college,standard,none,73,57,55
male,group C,some high school,free/reduced,completed,51,60,65
female,group C,high school,free/reduced,none,36,50,43
female,group D,bachelor's degree,free/reduced,none,33,37,43
female,group C,associate's degree,standard,none,59,77,73
female,group C,associate's degree,standard,completed,68,63,76
female,group C,some high school,standard,none,45,53,55
male,group E,associate's degree,standard,completed,59,56,62
female,group E,associate's degree,standard,completed,78,87,92
male,group B,high school,standard,completed,70,64,70
female,group C,bachelor's degree,free/reduced,completed,71,83,88
male,group C,associate's degree,standard,completed,52,58,54
female,group D,high school,standard,none,50,66,61
male,group E,bachelor's degree,standard,completed,89,65,71
male,group A,associate's degree,standard,completed,99,89,89
male,group C,high school,standard,completed,73,65,70
male,group D,associate's degree,free/reduced,completed,81,79,76
female,group C,associate's degree,standard,none,83,82,74
female,group D,associate's degree,standard,none,86,99,84
female,group D,master's degree,standard,none,60,62,62
male,group E,some high school,free/reduced,completed,77,81,85
female,group A,some high school,standard,completed,90,96,92
male,group C,high school,standard,completed,73,67,63
female,group C,high school,free/reduced,none,62,70,69
male,group C,master's degree,standard,none,76,68,66
male,group C,some high school,free/reduced,none,80,75,66
male,group B,bachelor's degree,free/reduced,completed,87,87,83
female,group B,associate's degree,standard,none,44,51,50
male,group D,some college,free/reduced,none,78,61,65
male,group E,associate's degree,standard,none,52,44,45
female,group C,some college,free/reduced,none,27,40,31
female,group C,associate's degree,standard,completed,58,69,82
male,group C,master's degree,free/reduced,none,63,65,69
female,group B,associate's degree,free/reduced,none,54,69,66
male,group D,some high school,standard,none,68,64,67
female,group D,some college,standard,completed,71,72,83
female,group C,some college,standard,none,67,72,79
male,group C,bachelor's degree,standard,completed,100,89,97
female,group D,some college,free/reduced,completed,61,80,78
male,group B,bachelor's degree,free/reduced,none,50,50,49
male,group B,associate's degree,standard,none,51,42,41
female,group E,bachelor's degree,free/reduced,completed,96,99,100
female,group D,master's degree,free/reduced,completed,58,76,75
male,group B,high school,free/reduced,none,61,46,43
male,group D,bachelor's degree,free/reduced,none,73,69,64
male,group B,some college,standard,completed,76,75,75
male,group A,bachelor's degree,standard,none,91,100,93
female,group C,some college,standard,none,56,58,61
female,group C,high school,free/reduced,completed,50,71,67
female,group E,high school,standard,none,78,76,72
male,group A,associate's degree,free/reduced,completed,40,55,53
male,group A,some college,standard,completed,60,55,57
female,group B,high school,standard,none,85,87,91
female,group B,some college,free/reduced,completed,46,60,62
female,group D,master's degree,standard,none,48,58,64
female,group D,some high school,standard,none,86,95,100
female,group E,some high school,standard,none,78,81,80
female,group D,bachelor's degree,free/reduced,none,68,71,73
female,group D,associate's degree,standard,completed,68,77,76
female,group D,some college,standard,none,67,77,74
female,group C,associate's degree,standard,none,65,79,73
female,group A,high school,standard,none,51,77,78
female,group C,bachelor's degree,free/reduced,none,48,59,65
female,group C,some college,standard,none,51,62,68
female,group A,some high school,standard,none,52,65,67
male,group C,some college,free/reduced,none,63,53,49
male,group A,some high school,standard,none,76,64,55
male,group E,bachelor's degree,standard,none,73,63,62
female,group E,high school,standard,none,70,76,77
female,group C,bachelor's degree,standard,completed,87,96,100
female,group C,bachelor's degree,standard,completed,51,83,72
male,group B,high school,free/reduced,none,32,24,13
male,group A,some high school,standard,none,56,54,47
female,group D,high school,standard,none,64,74,75
female,group D,some high school,standard,none,70,80,84
female,group D,master's degree,standard,none,55,63,63
female,group C,high school,standard,none,34,29,28
female,group E,some college,standard,none,73,81,81
male,group D,high school,free/reduced,none,55,59,54
male,group D,master's degree,free/reduced,completed,86,89,90
male,group C,some high school,standard,none,76,75,57
female,group C,associate's degree,standard,none,90,88,81
female,group C,master's degree,free/reduced,none,45,54,50
female,group E,some college,standard,none,58,63,67
female,group B,associate's degree,standard,none,53,65,63
male,group D,some college,free/reduced,completed,68,58,62
female,group C,some college,standard,none,55,56,61
male,group C,bachelor's degree,standard,completed,99,88,87
female,group C,associate's degree,standard,none,68,79,77
female,group A,associate's degree,standard,none,80,91,89
female,group C,high school,standard,none,65,72,70
female,group E,bachelor's degree,standard,none,34,41,40
male,group D,bachelor's degree,standard,none,93,76,84
male,group D,master's degree,standard,none,97,76,88
male,group C,associate's degree,free/reduced,completed,63,76,65
female,group C,high school,free/reduced,none,35,60,53
male,group B,bachelor's degree,free/reduced,none,61,61,58
male,group C,high school,free/reduced,completed,53,50,55
male,group A,some college,standard,completed,100,91,91
female,group E,bachelor's degree,free/reduced,none,62,54,57
male,group D,some college,standard,completed,99,98,96
male,group B,associate's degree,free/reduced,completed,71,68,60
male,group D,associate's degree,standard,none,61,48,46
male,group D,some college,free/reduced,none,46,55,41
female,group C,some high school,standard,completed,47,49,54
male,group D,some college,standard,none,63,68,74
male,group B,high school,standard,none,84,62,63
female,group B,bachelor's degree,standard,completed,66,77,86
female,group C,high school,standard,none,76,92,87
male,group D,some high school,standard,none,85,87,85
