gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group B,high school,standard,none,86,87,81
female,group D,some college,free/reduced,none,54,59,58
male,group B,some high school,free/reduced,completed,45,51,47
female,group E,high school,free/reduced,completed,53,72,71
male,group E,high school,standard,none,95,69,73
female,group D,some college,standard,completed,79,80,82
female,group E,some high school,free/reduced,none,76,70,73
male,group C,high school,standard,completed,57,47,53
female,group C,some college,standard,none,67,66,72
male,group E,associate's degree,standard,none,73,57,63
male,group C,some college,standard,none,84,85,80
female,group D,master's degree,standard,none,94,100,99
female,group D,high school,standard,none,40,68,58
male,group C,high school,standard,none,72,81,66
female,group A,some college,standard,none,58,63,63
female,group D,some high school,free/reduced,none,44,51,57
female,group E,associate's degree,standard,none,100,96,100
female,group C,some high school,free/reduced,completed,66,73,71
male,group D,some college,standard,none,68,57,56
female,group D,some college,standard,none,63,65,73
male,group A,some high school,standard,completed,65,67,59
male,group C,some college,standard,none,62,67,60
female,group E,associate's degree,standard,none,70,72,65
female,group B,bachelor's degree,standard,none,71,85,82
female,group D,bachelor's degree,standard,none,94,100,99
male,group C,some high school,standard,completed,83,77,73
female,group A,high school,free/reduced,completed,49,50,61
female,group D,some college,free/reduced,none,45,70,60
female,group A,some college,standard,none,55,63,72
female,group C,some college,standard,completed,61,81,80
male,group B,some college,free/reduced,completed,59,58,59
male,group C,associate's degree,standard,none,63,69,59
male,group D,high school,standard,completed,50,40,48
female,group C,associate's degree,standard,none,88,93,95
female,group B,high school,free/reduced,none,10,20,25
male,group D,some high school,standard,none,85,80,82
male,group B,some high school,standard,completed,77,80,90
female,group A,some college,standard,completed,82,92,88
female,group C,some high school,standard,none,73,79,80
male,group A,high school,standard,none,62,48,58
female,group C,associate's degree,standard,none,43,60,48
male,group E,some high school,standard,completed,79,71,77
female,group A,some high school,free/reduced,none,44,42,42
female,group D,some college,free/reduced,completed,68,81,86
male,group E,high school,free/reduced,completed,82,81,80
female,group B,some high school,standard,completed,61,85,79
female,group D,associate's degree,free/reduced,none,51,71,81
female,group D,bachelor's degree,free/reduced,none,58,75,79
male,group A,high school,standard,none,66,63,61
female,group E,master's degree,standard,completed,92,98,98
male,group C,high school,free/reduced,none,57,52,50
female,group C,high school,free/reduced,completed,58,71,61
female,group D,some college,standard,completed,63,79,74
female,group D,some college,free/reduced,none,73,81,83
female,group B,bachelor's degree,standard,none,72,76,79
female,group C,some college,standard,completed,71,91,84
female,group B,master's degree,standard,none,90,93,97
male,group A,associate's degree,free/reduced,none,52,53,43
male,group C,some college,standard,none,74,83,80
female,group B,associate's degree,standard,none,68,83,83
female,group B,some college,standard,completed,83,98,92
male,group B,some college,free/reduced,none,40,41,43
male,group D,high school,free/reduced,completed,68,61,71
female,group B,high school,free/reduced,none,41,56,45
male,group C,associate's degree,standard,none,55,50,49
male,group D,associate's degree,standard,none,42,52,47
female,group B,high school,standard,none,65,81,71
male,group A,some college,standard,completed,73,73,66
female,group A,master's degree,standard,none,47,56,55
female,group C,some high school,standard,none,66,77,77
male,group C,high school,standard,none,85,84,89
female,group B,some high school,free/reduced,none,17,28,29
male,group C,master's degree,free/reduced,completed,49,39,44
female,group C,associate's degree,free/reduced,none,50,61,56
male,group D,high school,standard,none,65,64,58
female,group B,some college,free/reduced,completed,66,72,69
male,group D,some college,standard,none,42,50,54
female,group C,some high school,standard,none,71,69,73
male,group D,bachelor's degree,free/reduced,completed,71,76,77
male,group A,master's degree,free/reduced,none,73,76,76
male,group B,some college,standard,none,66,53,51
female,group C,bachelor's degree,standard,none,62,74,79
male,group C,high school,standard,none,66,71,66
female,group D,master's degree,standard,none,57,69,79
female,group D,some college,standard,none,69,78,73
female,group B,some college,standard,none,64,68,59
female,group E,master's degree,free/reduced,none,52,77,64
male,group D,some college,standard,none,45,37,36
male,group E,some college,standard,none,95,87,82
male,group E,associate's degree,standard,completed,79,77,80
female,group D,associate's degree,standard,none,77,81,81
female,group D,some high school,free/reduced,none,48,69,63
female,group D,associate's degree,free/reduced,completed,73,92,87
male,group B,associate's degree,free/reduced,none,60,60,55
male,group C,associate's degree,free/reduced,none,53,61,49
female,group C,associate's degree,standard,none,57,74,70
female,group B,associate's degree,standard,none,57,62,67
male,group B,some college,free/reduced,completed,62,69,61
female,group E,associate's degree,free/reduced,none,48,61,57
male,group B,associate's degree,standard,none,68,49,54
female,group A,associate's degree,standard,completed,50,63,59
female,group C,high school,standard,none,66,70,72
female,group D,associate's degree,free/reduced,completed,62,74,76
male,group C,high school,standard,completed,78,85,78
male,group E,some college,standard,none,54,56,43
male,group E,associate's degree,free/reduced,completed,82,72,70
male,group C,some college,standard,none,58,49,45
male,group D,high school,standard,none,91,83,71
female,group C,some high school,free/reduced,completed,70,82,85
female,group C,high school,free/reduced,none,32,42,48
female,group E,associate's degree,standard,completed,84,85,89
male,group D,associate's degree,standard,none,54,59,50
male,group D,some college,standard,completed,60,64,54
female,group C,some high school,free/reduced,none,5,13,9
male,group E,bachelor's degree,free/reduced,completed,80,77,75
male,group A,some high school,free/reduced,none,41,38,38
male,group A,associate's degree,free/reduced,none,59,57,52
female,group C,associate's degree,standard,none,73,84,71
female,group D,some high school,standard,none,56,60,54
male,group B,some high school,standard,none,67,66,64
male,group D,some high school,free/reduced,none,47,40,32
female,group C,some college,standard,none,56,67,75
male,group B,associate's degree,free/reduced,none,64,61,54
female,group C,associate's degree,standard,none,38,60,55
female,group D,some college,free/reduced,completed,61,66,70
male,group D,some college,standard,completed,59,55,59
female,group A,associate's degree,free/reduced,none,42,49,53
male,group C,some high school,free/reduced,none,62,58,52
male,group C,some high school,standard,none,49,46,40
male,group B,associate's degree,free/reduced,none,45,43,42
male,group E,some high school,standard,none,27,31,23
male,group A,bachelor's degree,standard,completed,77,80,86
female,group D,some high school,standard,completed,58,71,73
female,group E,master's degree,standard,none,60,63,73
female,group B,associate's degree,standard,none,44,44,51
male,group B,high school,free/reduced,none,49,43,44
male,group A,some college,free/reduced,completed,46,51,56
male,group E,associate's degree,standard,none,73,68,65
male,group D,high school,free/reduced,none,42,39,30
female,group C,some college,standard,none,71,76,82
female,group C,some college,free/reduced,none,74,85,90
female,group D,associate's degree,standard,none,75,75,77
female,group A,some college,standard,none,53,70,64
female,group D,some high school,standard,none,75,85,77
female,group C,bachelor's degree,standard,none,69,68,69
male,group C,high school,free/reduced,none,29,37,41
male,group C,high school,standard,none,71,83,66
male,group C,associate's degree,free/reduced,completed,47,41,45
female,group B,some college,standard,none,82,83,91
male,group C,associate's degree,free/reduced,completed,77,82,87
male,group B,some high school,standard,completed,68,70,58
female,group E,some college,standard,completed,65,67,72
female,group D,some college,free/reduced,none,55,68,59
female,group D,bachelor's degree,standard,none,66,68,61
male,group B,some college,standard,none,78,63,70
male,group D,bachelor's degree,standard,completed,72,75,70
female,group D,associate's degree,standard,none,85,90,87
male,group B,high school,standard,completed,57,44,47
male,group C,some college,standard,completed,94,84,89
female,group C,some college,standard,none,57,71,75
female,group D,master's degree,standard,none,90,96,95
male,group E,associate's degree,standard,completed,66,61,64
female,group B,associate's degree,free/reduced,none,54,72,74
female,group B,some high school,standard,none,67,65,74
female,group D,associate's degree,free/reduced,completed,80,84,94
male,group C,high school,standard,none,62,50,52
male,group A,associate's degree,standard,none,57,57,50
female,group D,some college,standard,none,46,62,49
female,group E,bachelor's degree,standard,completed,95,100,98
male,group C,high school,standard,none,85,81,73
female,group B,bachelor's degree,free/reduced,none,80,86,80
female,group D,bachelor's degree,standard,none,83,78,74
female,group D,some high school,standard,none,52,62,64
female,group C,some college,standard,none,60,73,64
female,group C,bachelor's degree,standard,completed,81,89,93
male,group B,associate's degree,standard,completed,87,94,91
female,group C,some college,standard,completed,91,96,98
male,group D,high school,free/reduced,none,63,55,59
male,group E,some college,standard,none,85,82,73
female,group B,high school,standard,none,90,98,91
male,group B,some high school,standard,none,67,68,64
male,group D,some college,standard,completed,63,77,69
male,group D,master's degree,standard,none,84,82,72
female,group A,bachelor's degree,standard,none,48,46,56
male,group D,master's degree,standard,none,92,84,80
male,group C,some high school,free/reduced,completed,54,33,44
male,group E,some college,free/reduced,completed,89,76,67
female,group C,some college,standard,completed,80,78,86
male,group D,bachelor's degree,free/reduced,completed,76,81,76
male,group C,bachelor's degree,standard,none,55,55,50
male,group B,some high school,standard,completed,48,52,37
male,group E,high school,standard,none,71,53,53
female,group C,associate's degree,standard,none,55,71,62
male,group D,some college,standard,completed,76,64,65
female,group D,some high school,standard,none,71,69,73
female,group C,some college,free/reduced,none,62,67,65
female,group E,some college,free/reduced,completed,44,54,58
male,group A,high school,standard,none,59,45,50
male,group D,some college,standard,none,91,76,74
female,group C,some college,free/reduced,none,18,37,38
male,group B,some high school,standard,none,87,86,76
male,group C,associate's degree,free/reduced,none,71,72,63
female,group D,bachelor's degree,standard,completed,72,70,86
male,group E,associate's degree,free/reduced,completed,100,98,89
male,group A,some high school,standard,completed,62,66,64
male,group A,bachelor's degree,standard,none,76,66,69
female,group B,associate's degree,standard,completed,63,67,68
male,group D,bachelor's degree,standard,none,54,51,42
male,group D,some high school,standard,none,59,69,65
female,group C,some college,standard,completed,74,91,84
female,group E,high school,free/reduced,completed,66,75,83
male,group B,some college,free/reduced,none,61,56,65
female,group B,associate's degree,standard,completed,64,84,86
male,group D,associate's degree,free/reduced,none,69,59,65
male,group B,associate's degree,free/reduced,completed,78,76,76
female,group E,some college,free/reduced,completed,73,91,81
male,group B,master's degree,free/reduced,none,48,54,57
male,group C,high school,standard,none,55,57,51
female,group E,master's degree,standard,none,78,88,92
female,group C,bachelor's degree,standard,completed,95,100,98
male,group C,high school,free/reduced,completed,49,48,50
female,group B,master's degree,free/reduced,completed,58,73,80
female,group B,high school,standard,completed,66,88,81
female,group C,some college,free/reduced,completed,71,77,69
male,group A,high school,standard,completed,69,77,74
male,group E,some high school,standard,none,96,92,78
female,group D,some college,standard,none,74,83,82
female,group C,associate's degree,standard,none,62,69,74
female,group C,bachelor's degree,free/reduced,completed,42,56,55
female,group C,master's degree,standard,completed,86,95,85
female,group B,high school,free/reduced,completed,45,59,60
female,group C,associate's degree,standard,completed,76,76,82
female,group B,master's degree,free/reduced,completed,54,71,65
female,group D,some high school,standard,completed,94,100,100
male,group C,master's degree,free/reduced,completed,63,64,75
female,group C,some college,free/reduced,none,41,68,66
female,group E,high school,standard,none,47,47,44
female,group D,associate's degree,standard,none,63,67,71
male,group C,some high school,free/reduced,completed,47,53,46
male,group C,associate's degree,free/reduced,completed,64,64,63
male,group E,high school,standard,none,85,80,65
male,group D,some high school,standard,completed,64,61,73
male,group B,some high school,free/reduced,none,51,49,43
female,group C,bachelor's degree,standard,none,73,87,90
female,group E,associate's degree,standard,none,69,62,74
male,group D,some college,standard,completed,71,79,78
female,group B,some high school,standard,none,61,69,62
male,group D,some college,standard,completed,76,62,62
female,group C,master's degree,standard,completed,68,84,90
male,group D,associate's degree,standard,none,57,55,51
male,group C,some high school,free/reduced,completed,64,65,65
male,group E,high school,free/reduced,none,52,60,55
female,group B,some college,free/reduced,none,48,49,57
female,group B,bachelor's degree,free/reduced,none,75,77,74
female,group C,associate's degree,standard,completed,62,86,88
female,group D,some college,free/reduced,none,60,82,73
male,group C,associate's degree,standard,none,73,73,72
female,group B,associate's degree,standard,none,56,69,72
male,group C,some college,standard,none,63,45,44
male,group D,some high school,standard,completed,77,70,75
male,group E,bachelor's degree,standard,none,83,58,65
male,group E,high school,standard,completed,84,84,73
female,group B,some college,free/reduced,none,70,85,72
female,group B,some college,free/reduced,none,57,56,64
male,group D,some high school,free/reduced,completed,84,83,76
male,group C,some college,free/reduced,none,39,29,26
female,group C,high school,free/reduced,none,39,65,55
male,group C,associate's degree,free/reduced,completed,65,55,55
male,group E,high school,standard,completed,85,88,77
male,group B,some high school,standard,completed,87,87,80
female,group E,associate's degree,free/reduced,completed,79,89,85
female,group C,high school,free/reduced,none,36,46,36
male,group B,high school,free/reduced,none,65,77,75
male,group B,some high school,standard,completed,62,56,52
female,group D,high school,standard,completed,51,63,77
male,group B,associate's degree,standard,none,88,83,73
female,group C,some high school,free/reduced,none,52,65,59
male,group D,some high school,standard,none,90,82,70
female,group B,associate's degree,standard,completed,56,64,73
female,group E,master's degree,free/reduced,none,45,52,49
female,group C,some college,standard,none,73,71,66
male,group D,high school,standard,none,62,49,50
male,group A,some high school,free/reduced,none,70,69,61
female,group C,some college,standard,completed,90,100,91
male,group D,some college,standard,none,73,69,71
male,group C,associate's degree,standard,none,46,46,38
female,group B,bachelor's degree,standard,none,64,88,79
male,group E,some high school,standard,none,88,92,83
male,group C,bachelor's degree,standard,completed,85,77,85
male,group D,associate's degree,standard,none,79,70,82
male,group D,bachelor's degree,free/reduced,none,58,68,71
female,group D,some high school,standard,completed,65,60,71
male,group B,some college,standard,none,58,47,47
male,group C,associate's degree,standard,none,81,82,85
male,group D,high school,free/reduced,completed,78,69,65
female,group E,bachelor's degree,standard,none,78,81,79
female,group D,high school,standard,none,55,48,57
male,group E,some college,standard,none,55,47,40
male,group D,some high school,standard,none,72,77,64
male,group C,associate's degree,standard,none,84,71,71
male,group E,associate's degree,standard,none,91,73,72
female,group B,high school,standard,completed,56,66,70
female,group B,high school,standard,none,70,66,61
male,group C,high school,standard,none,73,62,54
male,group A,some high school,standard,completed,48,47,51
female,group D,some college,free/reduced,none,66,80,83
female,group B,some high school,standard,completed,60,65,70
male,group D,master's degree,standard,none,84,81,70
male,group D,high school,standard,none,52,51,50
female,group E,some college,standard,none,65,72,74
female,group C,associate's degree,free/reduced,none,61,72,68
male,group C,associate's degree,standard,completed,80,79,74
female,group B,some college,standard,none,75,70,76
female,group C,master's degree,free/reduced,completed,62,79,79
female,group C,some high school,free/reduced,completed,61,76,75
male,group C,some college,standard,completed,78,80,74
female,group C,some high school,free/reduced,none,44,47,47
female,group E,high school,standard,none,100,92,87
male,group D,high school,standard,none,76,75,65
male,group D,some high school,free/reduced,none,56,42,43
female,group C,bachelor's degree,standard,none,58,73,84
female,group D,high school,standard,none,73,67,72
female,group D,associate's degree,standard,completed,87,96,96
female,group E,some college,free/reduced,none,72,78,74
male,group C,bachelor's degree,standard,none,74,67,61
male,group C,some college,standard,none,54,47,40
female,group D,associate's degree,free/reduced,none,52,58,59
female,group D,some college,standard,none,65,72,69
male,group B,some college,standard,completed,90,85,78
male,group C,bachelor's degree,standard,none,78,77,78
female,group C,some high school,standard,completed,81,88,91
female,group E,high school,standard,completed,63,60,78
female,group C,some high school,free/reduced,none,63,82,77
male,group B,bachelor's degree,free/reduced,none,77,61,55
male,group D,high school,standard,none,51,48,42
male,group D,high school,standard,none,50,48,49
female,group D,bachelor's degree,free/reduced,none,71,79,84
female,group D,some college,free/reduced,completed,74,77,80
female,group B,some high school,standard,none,37,43,50
male,group B,associate's degree,standard,completed,83,81,82
male,group E,associate's degree,standard,completed,93,77,89
female,group B,some high school,standard,none,63,90,85
male,group B,bachelor's degree,free/reduced,none,85,78,74
male,group E,some high school,standard,completed,77,76,73
male,group C,associate's degree,standard,none,76,75,71
male,group D,some high school,standard,none,91,77,67
male,group C,some high school,standard,completed,65,61,59
female,group E,bachelor's degree,standard,none,68,73,71
male,group D,high school,free/reduced,completed,83,72,81
male,group B,associate's degree,free/reduced,none,63,67,62
male,group A,some high school,standard,completed,48,42,44
male,group E,associate's degree,standard,completed,76,73,65
male,group C,high school,free/reduced,completed,36,48,46
male,group D,associate's degree,free/reduced,none,85,83,80
male,group A,some college,free/reduced,completed,85,77,85
male,group D,some high school,free/reduced,none,55,50,57
female,group C,associate's degree,standard,completed,69,79,78
male,group B,associate's degree,standard,none,81,72,61
female,group C,associate's degree,standard,completed,70,72,86
male,group A,some college,standard,none,72,65,71
male,group E,some college,standard,completed,94,90,78
male,group C,some high school,standard,none,48,54,46
female,group B,associate's degree,free/reduced,none,51,72,70
female,group D,high school,free/reduced,none,47,54,49
female,group B,associate's degree,standard,none,72,72,83
male,group B,bachelor's degree,standard,none,66,62,57
male,group D,bachelor's degree,standard,completed,67,59,65
female,group C,associate's degree,free/reduced,completed,69,63,70
female,group C,bachelor's degree,standard,completed,58,62,79
male,group C,high school,standard,none,73,71,61
female,group D,master's degree,standard,completed,73,84,86
male,group C,associate's degree,standard,none,78,76,76
male,group B,bachelor's degree,standard,none,61,72,64
female,group D,associate's degree,free/reduced,none,58,62,62
female,group C,high school,free/reduced,completed,70,80,82
female,group E,high school,standard,none,78,91,78
female,group C,some college,standard,none,68,83,77
female,group C,some high school,free/reduced,none,48,49,52
female,group C,high school,free/reduced,none,43,45,39
female,group C,some college,standard,none,84,88,93
male,group C,some college,standard,none,59,66,60
male,group A,some college,free/reduced,none,25,28,21
male,group C,associate's degree,standard,completed,78,73,78
female,group B,some high school,standard,none,38,51,47
male,group C,high school,standard,none,68,57,61
male,group C,associate's degree,standard,none,48,40,35
male,group E,associate's degree,standard,completed,61,57,48
male,group B,associate's degree,standard,none,85,75,82
female,group C,bachelor's degree,standard,none,88,92,99
female,group B,some college,free/reduced,none,57,73,63
male,group D,some high school,standard,completed,78,69,65
male,group C,associate's degree,standard,none,52,46,40
female,group B,some high school,free/reduced,none,29,41,26
female,group D,some high school,free/reduced,completed,30,52,58
male,group C,high school,free/reduced,none,60,60,53
female,group C,high school,standard,none,58,68,60
female,group B,high school,standard,completed,66,74,76
male,group D,associate's degree,standard,completed,69,73,62
male,group D,some college,standard,none,83,77,62
female,group C,high school,standard,none,70,81,77
male,group B,some college,standard,none,61,63,56
female,group C,bachelor's degree,standard,completed,76,91,99
male,group D,high school,free/reduced,none,79,73,65
male,group E,associate's degree,standard,none,83,69,80
female,group B,bachelor's degree,standard,none,47,64,68
male,group E,some college,standard,none,68,59,53
female,group C,some college,standard,completed,63,80,85
female,group C,associate's degree,standard,none,51,61,55
female,group C,some college,standard,none,58,76,74
female,group B,bachelor's degree,standard,none,63,70,69
male,group A,associate's degree,standard,none,67,64,56
female,group C,some college,free/reduced,completed,42,61,74
male,group D,some college,free/reduced,none,62,58,58
female,group D,some college,standard,none,84,93,84
female,group B,high school,standard,none,60,60,59
male,group B,some high school,standard,completed,81,88,80
female,group C,some college,standard,none,55,60,59
female,group D,some high school,free/reduced,none,32,35,37
male,group C,some college,standard,none,54,65,57
male,group A,bachelor's degree,free/reduced,completed,50,54,60
male,group C,high school,standard,completed,65,63,58
male,group C,bachelor's degree,free/reduced,none,57,65,65
female,group A,some high school,free/reduced,none,48,68,63
female,group D,some high school,standard,none,68,88,90
male,group E,some college,standard,none,83,72,73
female,group C,some college,free/reduced,completed,42,78,67
male,group D,some high school,standard,none,69,72,69
female,group D,some college,standard,completed,79,99,100
female,group D,bachelor's degree,standard,none,55,69,73
male,group E,associate's degree,free/reduced,none,44,46,45
female,group D,some high school,standard,none,77,95,77
female,group D,master's degree,free/reduced,completed,87,97,100
female,group A,some high school,standard,none,71,79,75
male,group A,bachelor's degree,standard,none,69,63,64
female,group B,associate's degree,standard,none,84,88,84
male,group C,associate's degree,standard,completed,86,96,94
male,group C,master's degree,free/reduced,none,77,80,68
female,group E,some high school,free/reduced,none,43,49,47
female,group A,some high school,free/reduced,none,39,41,38
female,group E,some college,standard,none,67,74,70
female,group E,bachelor's degree,standard,none,67,74,65
female,group C,associate's degree,free/reduced,none,61,73,64
female,group D,high school,standard,none,66,59,66
male,group D,master's degree,standard,none,75,73,78
male,group E,some high school,free/reduced,completed,69,63,58
female,group D,some college,standard,none,77,71,78
male,group E,some college,standard,none,78,69,64
male,group C,associate's degree,standard,completed,52,56,55
female,group C,some high school,standard,completed,70,79,75
male,group A,high school,free/reduced,none,53,46,39
female,group B,high school,free/reduced,none,52,72,68
female,group C,associate's degree,standard,none,83,88,94
male,group B,some high school,standard,none,71,60,53
male,group D,some high school,standard,none,58,64,50
female,group C,some high school,standard,completed,58,55,65
male,group A,some college,standard,none,53,41,41
female,group A,some college,free/reduced,none,48,60,56
female,group D,high school,standard,completed,84,94,95
female,group C,high school,standard,none,52,63,57
female,group C,some high school,standard,none,63,78,73
male,group B,associate's degree,standard,completed,62,61,67
female,group B,associate's degree,standard,none,85,81,77
female,group D,high school,free/reduced,completed,50,62,53
male,group D,associate's degree,standard,completed,85,84,84
female,group D,master's degree,standard,completed,71,72,79
male,group E,some college,standard,completed,79,84,81
male,group D,associate's degree,standard,none,74,71,62
male,group B,some high school,standard,completed,59,69,62
female,group C,bachelor's degree,free/reduced,completed,53,68,78
male,group E,high school,standard,none,86,77,72
male,group C,bachelor's degree,standard,completed,68,76,66
male,group C,associate's degree,standard,none,70,69,62
male,group D,some college,standard,none,68,62,67
male,group E,high school,free/reduced,completed,62,53,54
female,group C,associate's degree,free/reduced,completed,84,96,97
female,group D,high school,standard,completed,54,57,67
female,group D,master's degree,free/reduced,completed,52,59,71
female,group A,some high school,standard,completed,62,83,82
male,group B,some college,free/reduced,none,44,42,34
female,group C,some college,free/reduced,none,57,66,65
male,group C,bachelor's degree,standard,none,89,80,86
male,group C,some high school,free/reduced,none,72,73,66
male,group A,some high school,free/reduced,none,67,58,50
male,group C,some high school,free/reduced,none,68,67,56
male,group C,associate's degree,free/reduced,none,64,62,63
female,group C,high school,standard,none,56,76,67
male,group C,high school,standard,none,60,55,55
female,group A,some high school,free/reduced,none,49,55,55
male,group C,some high school,standard,none,68,67,62
male,group C,some college,free/reduced,completed,46,48,48
male,group D,associate's degree,standard,none,70,72,59
male,group D,associate's degree,free/reduced,none,80,61,77
male,group C,high school,standard,none,72,57,50
male,group D,some high school,standard,completed,88,90,81
female,group C,some college,standard,completed,65,85,74
female,group D,high school,standard,none,74,86,75
female,group A,some high school,free/reduced,none,62,78,68
female,group B,associate's degree,standard,none,74,87,78
male,group A,some high school,free/reduced,none,79,77,77
female,group C,some high school,standard,completed,67,70,82
male,group D,some college,free/reduced,none,71,67,55
male,group C,high school,standard,completed,84,79,83
male,group B,high school,standard,none,52,45,42
male,group B,associate's degree,standard,none,76,74,70
female,group C,some college,free/reduced,completed,65,87,85
female,group E,some college,standard,none,98,94,96
female,group C,associate's degree,free/reduced,none,69,82,76
male,group C,some college,free/reduced,none,67,62,45
female,group C,associate's degree,free/reduced,none,49,58,64
male,group C,bachelor's degree,free/reduced,none,35,58,43
female,group D,bachelor's degree,standard,none,76,86,90
male,group D,associate's degree,free/reduced,none,52,50,48
female,group E,bachelor's degree,standard,none,100,100,98
male,group B,high school,standard,completed,74,69,67
male,group C,bachelor's degree,free/reduced,none,51,55,54
male,group B,some college,free/reduced,none,57,57,47
female,group E,some college,standard,none,73,73,79
female,group C,some college,free/reduced,none,73,87,89
male,group A,bachelor's degree,standard,completed,76,62,64
female,group C,some college,standard,none,82,87,89
female,group D,associate's degree,free/reduced,none,28,26,42
male,group A,high school,free/reduced,completed,67,72,70
female,group A,high school,free/reduced,completed,79,84,82
male,group C,some college,standard,none,86,73,78
female,group C,associate's degree,standard,completed,87,86,93
female,group C,high school,standard,none,68,73,71
female,group C,associate's degree,standard,completed,66,91,83
female,group D,some high school,standard,none,55,67,65
female,group B,associate's degree,standard,completed,89,95,89
female,group D,bachelor's degree,standard,completed,66,81,84
male,group E,bachelor's degree,standard,completed,75,58,63
male,group D,associate's degree,standard,none,82,69,73
female,group D,master's degree,standard,none,59,62,70
male,group E,associate's degree,standard,none,72,70,68
male,group B,high school,standard,completed,73,75,67
female,group D,associate's degree,free/reduced,none,57,62,56
male,group C,some college,free/reduced,none,70,67,58
male,group A,high school,standard,none,58,50,45
female,group B,associate's degree,standard,none,51,53,49
male,group C,high school,standard,none,71,70,73
male,group D,some college,free/reduced,none,59,51,60
female,group C,associate's degree,free/reduced,none,63,80,69
male,group B,some high school,standard,completed,69,50,54
male,group A,associate's degree,free/reduced,completed,82,83,86
female,group A,associate's degree,free/reduced,none,62,87,75
female,group C,associate's degree,standard,none,68,68,70
female,group C,some college,standard,none,79,87,95
female,group C,bachelor's degree,standard,none,85,92,95
female,group B,high school,standard,none,55,69,70
male,group D,high school,standard,completed,64,65,71
female,group C,some college,standard,none,56,45,49
female,group D,some college,free/reduced,completed,55,81,80
female,group B,some high school,standard,none,62,65,70
male,group E,some college,standard,none,76,68,69
female,group D,master's degree,standard,none,74,81,80
female,group B,associate's degree,standard,completed,92,89,89
male,group C,some college,free/reduced,none,66,59,59
female,group E,associate's degree,standard,completed,94,91,87
female,group D,master's degree,free/reduced,none,42,61,53
female,group B,some high school,standard,none,87,83,85
male,group A,high school,standard,none,73,75,62
male,group B,bachelor's degree,free/reduced,none,58,63,57
male,group C,master's degree,standard,none,76,82,74
female,group C,bachelor's degree,standard,none,81,93,91
male,group D,some college,standard,none,80,73,68
male,group A,some high school,standard,none,60,46,41
male,group D,some high school,free/reduced,none,66,44,56
female,group B,some high school,standard,completed,56,60,66
female,group B,master's degree,free/reduced,completed,82,96,95
female,group C,some high school,standard,completed,75,88,80
female,group D,some college,standard,none,77,84,82
female,group E,some college,standard,completed,68,69,72
female,group D,some high school,standard,completed,66,74,75
female,group B,high school,free/reduced,completed,66,76,80
male,group D,some college,standard,none,73,48,56
female,group C,associate's degree,standard,none,96,90,81
male,group D,bachelor's degree,standard,none,73,53,56
male,group C,master's degree,free/reduced,none,59,60,50
male,group C,high school,standard,completed,49,49,48
male,group E,some college,standard,none,68,58,58
male,group C,some high school,free/reduced,completed,56,56,61
female,group C,high school,free/reduced,none,41,56,45
female,group D,bachelor's degree,free/reduced,none,31,43,42
female,group C,associate's degree,standard,none,63,73,67
female,group C,associate's degree,standard,completed,73,65,77
female,group C,some high school,standard,none,48,53,53
male,group E,associate's degree,standard,completed,64,60,59
female,group E,associate's degree,standard,completed,82,88,90
male,group B,high school,standard,completed,77,65,69
female,group C,bachelor's degree,free/reduced,completed,69,88,85
male,group C,associate's degree,standard,completed,56,59,60
female,group D,high school,standard,none,52,63,59
male,group E,bachelor's degree,standard,completed,81,70,67
male,group A,associate's degree,standard,completed,100,88,91
male,group C,high school,standard,completed,72,65,70
male,group D,associate's degree,free/reduced,completed,83,83,80
female,group C,associate's degree,standard,none,83,78,79
female,group D,associate's degree,standard,none,80,90,86
female,group D,master's degree,standard,none,67,66,67
male,group E,some high school,free/reduced,completed,77,83,82
female,group A,some high school,standard,completed,95,100,98
male,group C,high school,standard,completed,69,71,67
female,group C,high school,free/reduced,none,60,64,65
male,group C,master's degree,standard,none,77,73,67
male,group C,some high school,free/reduced,none,81,71,67
male,group B,bachelor's degree,free/reduced,completed,87,91,84
female,group B,associate's degree,standard,none,37,50,51
male,group D,some college,free/reduced,none,77,62,69
male,group E,associate's degree,standard,none,56,45,36
female,group C,some college,free/reduced,none,35,34,35
female,group C,associate's degree,standard,completed,57,69,84
male,group C,master's degree,free/reduced,none,56,67,70
female,group B,associate's degree,free/reduced,none,49,67,68
male,group D,some high school,standard,none,72,71,57
female,group D,some college,standard,completed,72,76,84
female,group C,some college,standard,none,65,70,74
male,group C,bachelor's degree,standard,completed,100,88,89
female,group D,some college,free/reduced,completed,66,80,75
male,group B,bachelor's degree,free/reduced,none,52,55,49
male,group B,associate's degree,standard,none,45,39,47
female,group E,bachelor's degree,free/reduced,completed,92,100,96
female,group D,master's degree,free/reduced,completed,60,67,76
male,group B,high school,free/reduced,none,63,43,47
male,group D,bachelor's degree,free/reduced,none,64,68,64
male,group B,some college,standard,completed,74,76,74
male,group A,bachelor's degree,standard,none,95,92,87
female,group C,some college,standard,none,50,57,53
female,group C,high school,free/reduced,completed,55,62,62
female,group E,high school,standard,none,74,77,70
male,group A,associate's degree,free/reduced,completed,36,60,53
male,group A,some college,standard,completed,66,56,51
female,group B,high school,standard,none,82,86,94
female,group B,some college,free/reduced,completed,46,54,59
female,group D,master's degree,standard,none,49,64,70
female,group D,some high school,standard,none,84,100,97
female,group E,some high school,standard,none,72,78,76
